    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../final.out`
108 51 50
109 51 50
110 51 50
110 52 50
110 53 50
110 54 50
110 55 50
110 56 50
110 57 50
110 58 50
110 58 50
110 59 50
110 59 50
110 60 50
110 60 50
110 61 50
110 61 50
110 62 50
110 62 50
110 63 50
110 63 50
110 63 50
110 64 50
110 64 50
110 64 50
110 65 50
110 65 50
110 65 50
110 66 50
110 66 50
110 66 50
110 67 50
110 67 50
110 67 50
110 68 50
110 68 50
110 68 50
110 68 50
110 69 50
110 69 50
110 69 50
110 69 50
110 69 50
110 70 50
110 70 50
110 70 50
110 70 50
110 70 50
110 70 50
110 71 50
110 71 50
110 71 50
110 71 50
110 71 50
110 71 50
110 71 50
110 71 50
110 72 50
110 72 50
110 72 50
110 72 50
110 72 50
110 72 50
110 72 50
110 72 50
110 72 50
110 72 50
110 72 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 73 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 74 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 75 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 76 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 77 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 78 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 79 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 80 50
110 81 50
110 81 50
110 81 50
110 81 50
110 81 50
110 81 50
110 81 50
110 81 50
110 81 50
110 81 50
110 81 50
110 81 50
110 82 50
110 82 50
110 82 50
110 82 50
110 82 50
110 82 50
110 82 50
110 82 50
110 82 50
110 82 50
110 82 50
110 82 50
110 83 50
110 83 50
110 83 50
110 83 50
110 83 50
110 83 50
110 83 50
110 83 50
110 83 50
110 83 50
110 83 50
110 83 50
110 84 50
110 84 50
110 84 50
110 84 50
110 84 50
110 84 50
110 84 50
110 84 50
110 84 50
110 84 50
110 84 50
110 84 50
110 85 50
110 85 50
110 85 50
110 85 50
