    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../final.out`
132 60 120
131 60 120
130 60 120
129 60 120
128 60 120
127 60 120
126 60 120
125 60 120
124 60 120
123 60 120
122 60 120
121 60 120
120 60 120
119 60 120
118 60 120
117 60 120
116 60 120
115 60 120
114 60 120
113 60 120
112 60 120
111 60 120
110 60 120
109 60 120
108 60 120
107 60 120
106 60 120
105 60 120
104 60 120
104 60 120
103 60 120
103 60 120
102 60 120
102 60 120
101 60 120
101 60 120
101 60 120
100 60 240
100 60 120
99 60 240
99 60 120
98 60 240
98 60 120
98 60 120
97 60 360
97 60 120
96 60 360
96 60 120
95 60 360
95 60 120
95 60 120
94 60 480
94 60 120
93 60 480
93 60 120
93 60 120
92 60 600
92 60 120
92 60 120
91 60 720
91 60 120
91 60 120
90 60 840
90 60 120
90 60 120
89 60 960
89 60 120
89 60 120
88 60 1080
88 60 120
87 60 1080
87 60 120
86 60 1080
86 60 120
85 60 1080
85 60 120
84 60 1080
83 60 1080
82 60 1080
81 60 120
81 60 120
81 60 120
81 60 120
81 60 120
81 60 120
80 60 600
79 60 600
78 60 600
77 60 120
77 60 120
77 60 120
77 60 120
77 60 120
76 60 480
76 60 120
76 60 120
75 60 600
75 60 120
75 60 120
74 60 720
74 60 120
74 60 120
74 60 120
73 60 960
73 60 120
73 60 120
73 60 120
73 60 120
72 60 1320
72 60 120
72 60 120
72 60 120
72 60 120
71 60 1680
71 60 120
71 60 120
71 60 120
71 60 120
70 60 2040
70 60 120
70 60 120
70 60 120
70 60 120
70 60 120
69 60 2520
69 60 120
69 60 120
69 60 120
69 60 120
68 60 2880
68 60 120
68 60 120
68 60 120
67 60 3120
67 60 120
67 60 120
66 60 3240
66 60 120
65 60 3240
64 60 3240
63 60 3240
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
62 60 120
61 60 2640
60 60 2640
60 61 2640
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 62 120
60 63 1680
60 64 1680
60 65 1680
60 66 120
60 66 120
60 66 120
60 66 120
60 66 120
60 66 120
60 66 120
60 66 120
60 66 120
60 67 960
60 68 960
60 69 960
60 70 120
60 70 120
60 70 120
60 71 240
60 72 240
60 73 240
60 74 120
60 75 120
60 76 120
60 77 120
60 78 120
60 79 120
60 80 120
60 81 120
60 82 120
60 83 120
60 84 120
60 85 120
60 86 120
60 87 120
60 87 120
60 88 120
60 88 120
60 89 120
60 89 120
60 89 120
60 90 240
60 90 120
60 90 120
60 90 120
60 91 480
60 91 120
60 91 120
60 91 120
60 92 720
60 92 120
60 92 120
60 92 120
60 92 120
60 93 1080
60 93 120
60 93 120
60 93 120
60 93 120
60 93 120
60 94 1560
60 94 120
60 94 120
60 94 120
60 94 120
60 95 1920
60 95 120
60 95 120
60 95 120
60 95 120
60 96 2280
60 96 120
60 96 120
60 96 120
60 97 2520
60 97 120
60 97 120
60 98 2640
60 98 120
60 98 120
60 99 2760
60 99 120
60 100 2760
60 101 2760
60 102 2760
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 103 120
60 104 2400
60 105 2400
60 106 2400
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 107 120
60 108 1560
60 109 1560
60 110 1560
60 111 120
60 111 120
60 111 120
60 112 240
60 113 240
60 114 240
60 115 120
60 116 120
60 117 120
60 118 120
60 119 120
60 120 120
60 121 120
60 122 120
60 123 120
60 124 120
60 125 120
60 126 120
60 127 120
60 128 120
60 129 120
60 130 120
60 131 120
60 132 120
60 133 120
60 134 120
60 135 120
60 136 120
60 137 120
60 138 120
60 139 120
60 140 120
60 141 120
60 142 120
60 143 120
60 144 120
60 145 120
60 146 120
60 147 120
60 148 120
60 149 120
60 150 120
60 151 120
60 152 120
60 153 120
60 154 120
60 155 120
60 156 120
60 157 120
60 158 120
60 159 120
60 160 120
60 161 120
60 162 120
60 163 120
60 164 120
60 165 120
60 166 120
60 167 120
60 168 120
60 169 120
60 170 120
60 171 120
60 172 120
60 173 120
60 173 120
60 174 120
60 174 120
60 175 120
60 175 120
60 176 120
60 176 120
60 176 120
60 177 240
60 177 120
60 178 240
60 178 120
60 179 240
60 179 120
60 180 240
60 181 240
60 182 240
60 183 120
60 184 120
60 185 120
60 186 120
60 187 120
60 188 120
60 189 120
60 190 120
60 191 120
60 192 120
60 193 120
60 194 120
60 195 120
60 196 120
Total Cost = 164816
