    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../final.out`
32 56 50
33 56 50
34 56 50
35 56 50
36 56 50
37 56 50
38 56 50
39 56 50
40 56 50
41 56 50
42 56 50
43 56 50
44 56 50
45 56 50
46 56 50
47 56 50
47 56 50
48 56 50
48 56 50
49 56 50
49 56 50
49 56 50
50 56 50
50 56 50
50 56 50
50 56 50
51 56 50
51 56 50
51 56 50
51 56 50
52 56 50
52 56 50
52 56 50
52 56 50
52 56 50
53 56 50
53 56 50
53 56 50
53 56 50
53 56 50
54 56 50
54 56 50
54 56 50
54 56 50
54 56 50
55 56 50
55 56 50
55 56 50
55 56 50
55 56 50
56 56 50
56 56 50
56 56 50
56 56 50
56 56 50
57 56 50
57 56 50
57 56 50
57 56 50
57 56 50
58 56 50
58 56 50
58 56 50
58 56 50
59 56 50
59 56 50
59 56 50
59 56 50
60 56 50
60 56 50
60 56 50
60 56 50
61 56 50
61 56 50
61 56 50
61 56 50
61 56 50
62 56 50
62 56 50
62 56 50
62 56 50
62 56 50
63 56 50
63 56 50
63 56 50
63 56 50
63 56 50
63 56 50
63 56 50
64 56 50
64 56 50
64 56 50
64 56 50
64 56 50
64 56 50
64 56 50
64 56 50
64 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 56 50
65 57 550
65 57 50
65 58 50
65 58 50
65 58 50
65 58 50
65 58 50
65 58 50
65 58 50
65 58 50
65 58 50
65 58 50
65 58 50
65 58 50
65 59 50
65 59 50
65 59 50
65 59 50
65 59 50
65 59 50
65 59 50
65 59 50
65 59 50
65 59 50
65 59 50
65 59 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 60 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 61 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 62 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 63 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 64 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
65 65 50
