    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../final.out`
53 166 120
54 166 120
55 166 120
56 166 120
57 166 120
58 166 120
59 166 120
60 166 120
61 166 120
62 166 120
63 166 120
64 166 120
65 166 120
66 166 120
67 166 120
68 166 120
69 166 120
70 166 120
70 167 120
70 168 120
70 169 120
70 170 120
70 171 120
70 172 120
70 173 120
70 174 120
70 175 120
70 176 120
70 177 120
70 178 120
70 179 120
70 180 120
70 181 120
70 182 120
70 183 120
70 184 120
70 185 120
71 166 120
72 166 120
73 166 120
74 166 120
75 166 120
76 166 120
77 166 120
78 166 120
79 166 120
80 166 120
81 166 120
82 166 120
83 166 120
84 166 120
85 166 120
86 166 120
87 166 120
88 166 120
89 166 120
90 166 120
91 166 120
92 166 120
93 166 120
94 166 120
95 166 120
96 166 120
97 166 120
98 166 120
99 166 120
100 166 120
101 166 120
102 166 120
103 166 120
104 166 120
105 166 120
106 166 120
107 166 120
108 166 120
109 166 120
110 166 120
111 166 120
112 166 120
113 166 120
114 166 120
115 166 120
116 166 120
117 166 120
118 166 120
119 166 120
120 166 120
121 166 120
122 166 120
123 166 120
124 166 120
125 166 120
126 166 120
127 166 120
127 166 120
128 166 120
128 166 120
129 166 120
129 166 120
130 166 120
130 166 120
131 166 120
131 166 120
131 166 120
132 166 240
132 166 120
132 165 240
132 165 120
132 164 240
132 164 120
132 163 240
132 163 120
132 162 240
132 162 120
132 161 240
132 161 120
132 160 240
132 160 120
132 159 240
132 158 240
132 157 240
132 156 120
132 155 120
132 154 120
132 153 120
132 152 120
132 151 120
132 150 120
132 149 120
132 148 120
132 147 120
132 146 120
132 145 120
132 144 120
132 143 120
132 142 120
132 141 120
132 140 120
132 139 120
132 138 120
131 138 120
130 138 120
129 138 120
128 138 120
127 138 120
126 138 120
125 138 120
124 138 120
123 138 120
122 138 120
121 138 120
120 138 120
119 138 120
119 138 120
118 138 120
118 138 120
118 137 120
118 137 120
118 136 120
118 136 120
118 135 120
118 135 120
118 134 120
118 134 120
118 133 120
118 133 120
118 132 120
118 132 120
118 131 120
118 131 120
118 130 120
118 130 120
118 129 120
118 129 120
118 128 120
118 128 120
118 127 120
118 127 120
118 126 120
118 126 120
118 125 120
118 125 120
118 124 120
118 124 120
118 123 120
118 123 120
118 122 120
118 122 120
118 121 120
118 121 120
118 120 120
118 119 120
118 118 120
118 117 120
118 116 120
118 115 120
118 114 120
118 113 120
118 112 120
118 111 120
118 110 120
118 109 120
118 108 120
107 61 120
108 61 120
109 61 120
109 60 120
109 59 120
109 58 120
109 57 120
109 56 120
109 55 120
109 54 120
109 53 120
109 52 120
109 51 120
109 50 120
109 49 120
109 48 120
109 47 120
109 46 120
109 45 120
109 44 120
109 43 120
109 42 120
109 41 120
109 40 120
109 39 120
109 38 120
109 37 120
109 36 120
109 35 120
109 34 120
109 33 120
109 32 120
109 31 120
109 30 120
109 29 120
109 28 120
109 27 120
109 26 120
109 25 120
109 24 120
109 23 120
109 22 120
109 21 120
109 20 120
109 19 120
109 18 120
109 17 120
109 16 120
109 15 120
109 14 120
109 13 120
109 12 120
109 11 120
110 61 120
111 61 120
112 61 120
113 61 120
114 61 120
115 61 120
116 61 120
117 61 120
118 61 120
119 61 120
120 61 120
121 61 120
122 61 120
123 61 120
124 61 120
124 60 120
124 59 120
124 58 120
124 57 120
124 56 120
124 55 120
124 54 120
124 53 120
124 52 120
124 51 120
124 50 120
124 49 120
124 48 120
124 47 120
124 46 120
124 45 120
124 44 120
124 43 120
124 42 120
187 31 120
186 31 120
185 31 120
185 31 120
184 31 120
184 31 120
183 31 120
183 31 120
182 31 120
182 31 120
181 31 120
180 31 120
179 31 120
178 31 120
177 31 120
176 31 120
175 31 120
174 31 120
173 31 120
172 31 120
171 31 120
170 31 120
169 31 120
168 31 120
167 31 120
166 31 120
165 31 120
164 31 120
163 31 120
162 31 120
161 31 120
160 31 120
160 30 120
160 29 120
160 28 120
160 27 120
160 26 120
160 25 120
160 24 120
160 23 120
160 22 120
160 21 120
160 20 120
1 66 120
2 66 120
3 66 120
4 66 120
4 67 120
4 68 120
4 69 120
4 70 120
4 71 120
4 72 120
4 73 120
4 74 120
4 75 120
4 76 120
4 77 120
4 78 120
4 79 120
4 80 120
4 81 120
4 82 120
4 83 120
4 84 120
4 85 120
4 86 120
4 87 120
4 88 120
4 89 120
4 90 120
4 91 120
4 92 120
4 93 120
4 94 120
4 95 120
4 96 120
4 97 120
4 98 120
4 99 120
4 100 120
4 101 120
4 102 120
4 103 120
4 104 120
4 105 120
4 106 120
4 107 120
4 108 120
4 109 120
4 110 120
4 111 120
4 112 120
4 113 120
4 114 120
4 115 120
4 116 120
4 117 120
4 118 120
4 119 120
4 120 120
4 121 120
4 122 120
4 123 120
4 124 120
4 125 120
4 126 120
4 127 120
4 128 120
4 129 120
4 130 120
4 131 120
4 132 120
4 133 120
4 134 120
4 135 120
4 136 120
4 137 120
4 138 120
4 139 120
4 140 120
4 141 120
4 142 120
4 143 120
4 144 120
4 145 120
4 146 120
4 147 120
4 148 120
4 149 120
4 150 120
4 151 120
4 152 120
4 153 120
4 154 120
4 155 120
4 156 120
4 157 120
4 158 120
4 159 120
4 160 120
4 161 120
4 162 120
4 163 120
4 164 120
4 165 120
Total Cost = 109328
