    Finished release [optimized] target(s) in 0.04s
     Running `target/release/tester ../final.out`
96 25 120
97 25 120
98 25 120
99 25 120
100 25 120
101 25 120
102 25 120
103 25 120
104 25 120
105 25 120
106 25 120
107 25 120
108 25 120
109 25 120
110 25 120
111 25 120
112 25 120
113 25 120
114 25 120
115 25 120
116 25 120
117 25 120
118 25 120
119 25 120
120 25 120
121 25 120
122 25 120
123 25 120
124 25 120
125 25 120
126 25 120
127 25 120
128 25 120
129 25 120
130 25 120
131 25 120
132 25 120
133 25 120
134 25 120
135 25 120
136 25 120
137 25 120
138 25 120
139 25 120
140 25 120
141 25 120
142 25 120
143 25 120
144 25 120
145 25 120
146 25 120
147 25 120
148 25 120
149 25 120
149 25 120
150 25 120
150 25 120
151 25 120
152 25 120
153 25 120
154 25 120
155 25 120
156 25 120
157 25 120
157 24 120
157 23 120
157 22 120
157 21 120
157 20 120
157 19 120
157 18 120
157 17 120
157 16 120
157 15 120
157 14 120
95 25 120
94 25 120
93 25 120
92 25 120
91 25 120
90 25 120
89 25 120
88 25 120
87 25 120
86 25 120
85 25 120
84 25 120
83 25 120
82 25 120
81 25 120
81 25 120
80 25 120
80 25 120
80 25 120
79 25 240
79 25 120
79 25 120
78 25 360
78 25 120
78 25 120
78 25 120
77 25 600
77 25 120
77 25 120
76 25 720
76 25 120
76 25 120
75 25 840
75 25 120
74 25 840
73 25 840
72 25 840
71 25 120
71 25 120
71 25 120
71 25 120
70 25 360
69 25 360
68 25 360
67 25 120
67 25 120
66 25 120
66 25 120
65 25 120
65 25 120
64 25 120
64 25 120
63 25 120
62 25 120
61 25 120
60 25 120
59 25 120
58 25 120
57 25 120
56 25 120
55 25 120
54 25 120
53 25 120
52 25 120
51 25 120
50 25 120
49 25 120
49 25 120
48 25 120
48 25 120
47 25 120
47 25 120
46 25 120
46 25 120
45 25 120
45 25 120
45 25 120
44 25 240
44 25 120
43 25 240
42 25 240
41 25 240
40 25 120
40 25 120
39 25 120
39 26 120
39 26 120
39 27 120
39 27 120
39 28 120
39 28 120
39 29 120
39 29 120
39 30 120
39 30 120
39 31 120
39 31 120
39 32 120
39 32 120
39 33 120
39 33 120
39 34 120
39 34 120
39 35 120
39 35 120
39 36 120
39 36 120
39 37 120
39 37 120
39 37 120
39 38 240
39 38 120
39 38 120
39 39 360
39 39 120
39 39 120
39 40 480
39 40 120
39 41 480
39 41 120
39 41 120
39 42 600
39 42 120
39 43 600
39 44 600
39 45 600
39 46 120
39 46 120
39 47 120
39 48 120
39 49 120
39 50 120
39 51 120
39 52 120
38 52 120
37 52 120
36 52 120
35 52 120
34 52 120
33 52 120
32 52 120
31 52 120
30 52 120
29 52 120
28 52 120
27 52 120
26 52 120
25 52 120
24 52 120
23 52 120
22 52 120
21 52 120
20 52 120
19 52 120
18 52 120
17 52 120
16 52 120
15 52 120
15 53 120
15 54 120
15 55 120
15 56 120
15 57 120
15 58 120
15 59 120
15 60 120
15 61 120
15 61 120
15 62 120
15 62 120
15 63 120
15 63 120
15 63 120
15 64 240
15 64 120
15 65 240
15 65 120
15 66 240
15 66 120
15 67 240
15 68 240
15 69 240
15 70 120
15 71 120
15 72 120
15 73 120
15 74 120
15 75 120
15 76 120
15 77 120
15 78 120
15 79 120
15 80 120
15 81 120
15 82 120
15 83 120
15 84 120
15 85 120
15 86 120
15 87 120
15 88 120
15 89 120
15 90 120
15 91 120
15 92 120
15 93 120
15 94 120
15 95 120
15 96 120
15 97 120
15 98 120
15 99 120
15 100 120
15 101 120
15 102 120
15 103 120
15 104 120
15 105 120
15 106 120
15 107 120
15 108 120
15 109 120
15 110 120
15 111 120
15 112 120
15 113 120
15 114 120
15 115 120
15 116 120
15 117 120
15 118 120
15 119 120
15 120 120
15 121 120
15 122 120
15 123 120
15 123 120
15 124 120
15 124 120
15 125 120
15 125 120
15 126 120
15 126 120
15 126 120
15 127 240
15 128 240
15 129 240
15 130 120
15 130 120
15 131 120
15 131 120
15 132 120
15 132 120
15 133 120
15 134 120
15 135 120
15 136 120
15 137 120
15 138 120
15 139 120
15 140 120
15 141 120
15 142 120
15 143 120
15 144 120
15 145 120
15 146 120
15 147 120
15 148 120
15 149 120
15 150 120
15 151 120
15 152 120
15 153 120
15 154 120
15 155 120
15 156 120
15 157 120
15 158 120
Total Cost = 57744
