    Finished release [optimized] target(s) in 0.04s
     Running `target/release/tester ../final.out`
7 3 120
8 3 120
9 3 120
10 3 120
11 3 120
12 3 120
13 3 120
14 3 120
15 3 120
16 3 120
17 3 120
18 3 120
19 3 120
20 3 120
21 3 120
22 3 120
23 3 120
24 3 120
25 3 120
26 3 120
27 3 120
28 3 120
28 3 120
29 3 120
29 3 120
30 3 120
30 3 120
31 3 120
31 3 120
31 3 120
32 3 240
32 3 120
33 3 240
33 3 120
34 3 240
34 3 120
35 3 240
35 3 120
36 3 240
36 3 120
37 3 240
37 3 120
38 3 240
38 3 120
39 3 240
39 3 120
39 3 120
40 3 360
40 3 120
41 3 360
41 3 120
41 3 120
42 3 480
42 3 120
42 3 120
43 3 600
43 3 120
43 3 120
44 3 720
44 3 120
45 3 720
45 3 120
45 3 120
46 3 840
46 3 120
46 3 120
47 3 960
47 3 120
48 3 960
48 3 120
48 3 120
49 3 1080
49 3 120
49 3 120
50 3 1200
50 3 120
51 3 1200
52 3 1200
53 3 1200
54 3 120
54 3 120
54 3 120
54 3 120
54 3 120
54 3 120
55 3 600
56 3 600
57 3 600
58 3 120
58 3 120
58 3 120
59 3 240
60 3 240
61 3 240
62 3 120
63 3 120
64 3 120
65 3 120
66 3 120
67 3 120
68 3 120
69 3 120
70 3 120
71 3 120
72 3 120
73 3 120
74 3 120
75 3 120
76 3 120
77 3 120
78 3 120
79 3 120
80 3 120
81 3 120
82 3 120
83 3 120
84 3 120
85 3 120
86 3 120
87 3 120
88 3 120
89 3 120
90 3 120
91 3 120
92 3 120
93 3 120
94 3 120
95 3 120
96 3 120
97 3 120
98 3 120
99 3 120
100 3 120
100 2 120
100 1 120
100 0 120
18 4 120
18 5 120
18 6 120
18 7 120
18 8 120
18 9 120
18 10 120
18 11 120
18 12 120
18 13 120
18 14 120
18 15 120
18 16 120
18 17 120
18 17 120
18 18 120
18 18 120
18 19 120
18 19 120
18 19 120
18 20 240
18 20 120
18 21 240
18 21 120
18 21 120
18 22 360
18 22 120
18 23 360
18 23 120
18 23 120
18 24 480
18 24 120
18 25 480
18 25 120
18 26 480
18 26 120
18 27 480
18 27 120
18 27 120
18 28 600
18 28 120
18 29 600
18 29 120
18 29 120
18 30 720
18 30 120
18 31 720
18 31 120
18 31 120
18 32 840
18 32 120
18 32 120
18 33 960
18 33 120
18 34 960
18 34 120
18 35 960
18 36 960
18 37 960
18 38 120
18 38 120
18 38 120
18 38 120
18 39 360
18 40 360
18 41 360
18 42 120
18 43 120
18 44 120
18 45 120
18 46 120
18 47 120
18 48 120
18 49 120
18 50 120
18 51 120
18 52 120
18 53 120
18 54 120
18 55 120
18 56 120
18 57 120
18 58 120
19 58 120
20 58 120
21 58 120
22 58 120
23 58 120
24 58 120
25 58 120
26 58 120
27 58 120
28 58 120
29 58 120
30 58 120
31 58 120
32 58 120
33 58 120
34 58 120
34 58 120
35 58 120
35 58 120
36 58 120
36 58 120
36 58 120
36 59 240
36 59 120
36 60 240
36 60 120
36 61 240
36 61 120
36 62 240
36 62 120
36 63 240
36 63 120
36 64 240
36 64 120
36 64 120
36 65 360
36 66 360
36 67 360
36 68 120
36 68 120
36 68 120
36 69 240
36 69 120
36 69 120
36 70 360
36 70 120
36 71 360
36 71 120
36 72 360
36 72 120
36 72 120
36 73 480
36 73 120
36 74 480
36 74 120
36 74 120
36 75 600
36 75 120
36 76 600
36 76 120
36 76 120
36 77 720
36 77 120
36 78 720
36 78 120
36 79 720
36 79 120
36 80 720
36 81 720
36 82 720
36 83 120
36 83 120
36 83 120
36 84 240
36 84 120
36 85 240
36 86 240
36 87 240
36 88 120
36 89 120
36 90 120
36 91 120
36 92 120
36 93 120
66 23 120
67 23 120
68 23 120
69 23 120
70 23 120
71 23 120
72 23 120
73 23 120
73 23 120
74 23 120
74 23 120
75 23 120
75 23 120
76 23 120
76 23 120
76 23 120
77 23 240
77 23 120
78 23 240
78 23 120
79 23 240
79 23 120
79 23 120
80 23 360
80 23 120
80 23 120
81 23 480
81 23 120
81 23 120
81 23 120
82 23 720
82 23 120
82 23 120
83 23 840
83 23 120
83 23 120
83 23 120
84 23 1080
84 23 120
84 23 120
84 23 120
84 23 120
85 23 1440
85 23 120
85 23 120
85 23 120
85 23 120
86 23 1800
86 23 120
86 23 120
86 23 120
87 23 2040
87 23 120
87 23 120
87 23 120
88 23 2280
88 23 120
88 23 120
88 23 120
89 23 2520
89 23 120
89 23 120
90 23 2640
90 23 120
90 23 120
91 23 2760
91 23 120
92 23 2760
92 23 120
92 23 120
93 23 2880
93 23 120
94 23 2880
94 23 120
94 23 120
95 23 3000
95 23 120
96 23 3000
96 23 120
96 23 120
97 23 3120
97 23 120
98 23 3120
98 23 120
98 23 120
99 23 3240
99 23 120
100 23 3240
100 23 120
100 22 3240
100 21 3240
100 20 3240
100 19 120
100 19 120
100 19 120
100 19 120
100 19 120
100 19 120
100 19 120
