    Finished release [optimized] target(s) in 0.06s
     Running `target/release/tester ../final.out`
34 100 120
33 100 120
32 100 120
31 100 120
30 100 120
29 100 120
28 100 120
28 100 120
27 100 120
27 100 120
26 100 120
26 100 120
26 100 120
25 100 240
25 100 120
25 100 120
24 100 360
24 100 120
23 100 360
23 100 120
23 100 120
22 100 480
22 100 120
22 100 120
21 100 600
21 100 120
21 100 120
20 100 720
20 100 120
20 100 120
20 100 120
19 100 960
19 100 120
19 100 120
19 100 120
18 100 1200
18 100 120
18 100 120
18 100 120
17 100 1440
17 100 120
17 100 120
17 100 120
17 100 120
16 100 1800
16 100 120
16 100 120
16 100 120
16 100 120
15 100 2160
15 100 120
15 100 120
15 100 120
14 100 2400
14 100 120
14 100 120
14 100 120
14 100 120
13 100 2760
13 100 120
13 100 120
13 100 120
12 100 3000
12 100 120
12 100 120
12 100 120
11 100 3240
11 100 120
11 100 120
10 100 3360
10 100 120
10 100 120
10 101 3480
10 101 120
10 102 3480
10 103 3480
10 104 3480
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 105 120
10 106 2400
10 107 2400
10 108 2400
10 109 120
10 109 120
10 109 120
10 109 120
10 109 120
10 110 480
10 111 480
10 112 480
10 113 120
10 114 120
10 115 120
10 116 120
10 117 120
10 118 120
10 119 120
10 120 120
10 121 120
10 122 120
10 123 120
10 124 120
10 125 120
10 126 120
10 127 120
10 128 120
10 129 120
10 130 120
10 131 120
10 132 120
10 133 120
10 134 120
10 135 120
10 136 120
10 137 120
10 138 120
10 139 120
10 140 120
10 141 120
10 142 120
10 143 120
10 144 120
10 145 120
10 146 120
10 147 120
10 148 120
10 149 120
10 150 120
10 151 120
10 152 120
10 153 120
10 154 120
10 155 120
10 156 120
10 157 120
10 158 120
10 159 120
10 160 120
10 161 120
10 162 120
10 163 120
10 164 120
10 165 120
10 166 120
10 167 120
10 168 120
183 186 120
182 186 120
181 186 120
180 186 120
179 186 120
178 186 120
177 186 120
176 186 120
175 186 120
174 186 120
173 186 120
172 186 120
171 186 120
171 186 120
170 186 120
170 186 120
169 186 120
169 186 120
169 186 120
168 186 240
168 186 120
168 186 120
167 186 360
167 186 120
167 186 120
166 186 480
166 186 120
166 186 120
166 185 600
166 184 600
166 183 600
166 182 120
166 182 120
166 181 120
166 180 120
166 179 120
166 178 120
166 177 120
166 176 120
166 175 120
166 174 120
166 174 120
166 173 120
166 173 120
166 172 120
166 172 120
166 172 120
166 171 240
166 171 120
166 171 120
166 170 360
166 170 120
166 170 120
166 170 120
166 169 600
166 169 120
166 169 120
166 168 720
166 168 120
166 168 120
166 168 120
166 167 960
166 167 120
166 167 120
166 166 1080
166 166 120
166 165 1080
166 165 120
166 165 120
166 164 1200
166 163 1200
166 162 1200
166 161 120
166 161 120
166 161 120
166 161 120
166 161 120
166 161 120
166 161 120
166 161 120
166 160 840
166 159 840
166 158 840
166 157 120
166 157 120
166 157 120
166 157 120
166 156 360
166 156 120
166 155 360
166 155 120
166 154 360
166 153 360
166 152 360
166 151 120
166 151 120
166 151 120
166 150 240
166 149 240
166 148 240
166 147 120
166 147 120
166 146 120
166 146 120
166 145 120
166 145 120
166 144 120
166 144 120
166 144 120
166 143 240
166 143 120
166 142 240
166 142 120
166 141 240
166 141 120
166 141 120
166 140 360
166 140 120
166 139 360
166 139 120
166 139 120
166 138 480
166 138 120
166 138 120
166 138 120
166 137 720
166 137 120
166 137 120
166 136 840
166 136 120
166 136 120
166 135 960
166 135 120
166 135 120
166 134 1080
166 134 120
166 133 1080
166 133 120
166 132 1080
166 131 1080
166 130 1080
166 129 120
166 129 120
166 129 120
166 129 120
166 129 120
166 128 480
166 127 480
166 126 480
166 125 120
166 124 120
166 123 120
166 122 120
166 121 120
166 120 120
166 119 120
166 119 120
166 118 120
166 118 120
166 117 120
166 117 120
166 116 120
166 116 120
166 116 120
166 115 240
166 115 120
166 115 120
166 114 360
166 114 120
166 113 360
166 113 120
166 113 120
166 112 480
166 112 120
166 111 480
166 111 120
166 111 120
166 110 600
166 110 120
166 109 600
166 109 120
166 108 600
166 107 600
166 106 600
166 105 120
166 105 120
166 105 120
166 105 120
166 104 360
166 104 120
166 103 360
166 102 360
166 101 360
166 100 120
166 100 120
166 99 120
166 99 120
166 98 120
Total Cost = 138552
