    Finished release [optimized] target(s) in 0.04s
     Running `target/release/tester ../final.out`
176 16 80
175 16 80
174 16 80
173 16 80
172 16 80
171 16 80
170 16 80
169 16 80
168 16 80
167 16 80
166 16 80
165 16 80
164 16 80
163 16 80
162 16 80
161 16 80
160 16 80
159 16 80
158 16 80
157 16 80
156 16 80
155 16 80
154 16 80
153 16 80
152 16 80
151 16 80
150 16 80
149 16 80
148 16 80
147 16 80
146 16 80
145 16 80
144 16 80
143 16 80
142 16 80
141 16 80
140 16 80
139 16 80
138 16 80
137 16 80
136 16 80
135 16 80
134 16 80
133 16 80
132 16 80
131 16 80
130 16 80
129 16 80
128 16 80
128 16 80
127 16 80
127 16 80
126 16 80
126 16 80
125 16 80
125 16 80
124 16 80
124 16 80
123 16 80
123 16 80
122 16 80
122 16 80
121 16 80
121 16 80
120 16 80
120 16 80
119 16 80
119 16 80
118 16 80
118 16 80
117 16 80
117 16 80
116 16 80
116 16 80
115 16 80
115 16 80
114 16 80
114 16 80
113 16 80
113 16 80
112 16 80
112 16 80
111 16 80
110 16 80
110 17 80
110 18 80
110 19 80
110 20 80
110 21 80
110 22 80
110 23 80
110 24 80
110 25 80
110 26 80
110 27 80
110 28 80
110 29 80
110 30 80
110 31 80
110 32 80
110 33 80
110 34 80
110 35 80
110 36 80
110 37 80
110 38 80
110 39 80
110 40 80
110 41 80
110 42 80
110 43 80
110 44 80
110 45 80
110 46 80
174 17 80
174 18 80
174 19 80
174 20 80
174 21 80
174 22 80
174 23 80
174 24 80
174 25 80
174 26 80
174 27 80
174 28 80
174 29 80
174 30 80
174 31 80
174 32 80
174 33 80
174 34 80
174 35 80
174 35 80
174 36 80
174 36 80
174 37 80
174 37 80
174 37 80
174 38 80
174 38 80
174 38 80
174 38 80
174 39 80
174 39 80
174 39 80
174 39 80
174 39 80
174 39 80
174 40 80
174 40 80
174 40 80
174 40 80
174 40 80
174 40 80
174 40 80
174 41 80
174 41 80
174 41 80
174 41 80
174 41 80
174 41 80
174 41 80
174 41 80
174 41 80
174 42 80
174 42 80
174 42 80
174 42 80
174 42 80
174 42 80
174 42 80
174 42 80
174 42 80
174 42 80
174 43 80
174 43 80
174 43 80
174 43 80
174 43 80
174 43 80
174 43 80
174 43 80
174 43 80
174 43 80
174 43 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 44 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 45 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 46 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 47 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 48 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 49 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 50 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 51 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 52 80
174 53 80
174 53 80
174 53 80
174 53 80
174 53 80
174 53 80
174 53 80
174 53 80
174 53 80
174 53 80
174 53 80
174 53 80
174 54 80
174 54 80
174 54 80
174 54 80
174 54 80
174 54 80
174 54 80
174 54 80
174 54 80
174 54 80
174 54 80
174 55 80
174 55 80
174 55 80
174 55 80
174 55 80
174 55 80
174 55 80
174 55 80
174 55 80
174 56 80
174 56 80
174 56 80
174 56 80
174 56 80
174 56 80
174 56 80
174 56 80
174 57 80
174 57 80
174 57 80
174 57 80
174 57 80
174 57 80
174 58 80
174 58 80
174 58 80
174 58 80
174 58 80
174 59 80
174 59 80
174 59 80
174 59 80
174 60 80
174 60 80
174 60 80
174 61 80
174 61 80
174 62 80
174 63 80
174 64 80
174 65 80
174 66 80
174 67 80
174 68 80
174 69 80
174 70 80
174 71 80
174 72 80
174 73 80
174 74 80
174 75 80
173 75 80
172 75 80
171 75 80
170 75 80
169 75 80
168 75 80
167 75 80
166 75 80
165 75 80
164 75 80
163 75 80
162 75 80
161 75 80
160 75 80
160 75 80
159 75 80
159 75 80
158 75 80
158 75 80
157 75 80
157 75 80
156 75 80
155 75 80
154 75 80
153 75 80
152 75 80
151 75 80
150 75 80
149 75 80
148 75 80
147 75 80
146 75 80
145 75 80
145 76 80
145 77 80
145 78 80
145 79 80
145 80 80
145 81 80
145 82 80
145 83 80
145 84 80
145 85 80
145 85 80
145 86 80
145 86 80
145 87 80
145 87 80
145 88 80
145 88 80
145 88 80
145 89 80
145 89 80
145 89 80
145 90 80
145 90 80
145 90 80
145 90 80
145 91 80
145 91 80
145 91 80
145 91 80
145 92 80
145 92 80
145 92 80
145 92 80
145 93 80
145 93 80
145 93 80
145 93 80
145 94 80
145 94 80
145 94 80
145 95 80
145 95 80
145 95 80
145 96 80
145 96 80
145 97 80
145 97 80
145 98 80
145 99 80
145 100 80
145 101 80
145 102 80
145 103 80
145 104 80
145 105 80
145 106 80
145 107 80
145 108 80
145 109 80
145 110 80
145 111 80
145 112 80
145 113 80
145 114 80
145 115 80
145 116 80
145 116 80
145 117 80
145 117 80
145 118 80
145 118 80
145 118 80
145 119 80
145 119 80
145 119 80
145 120 80
145 120 80
145 120 80
145 121 80
145 121 80
145 121 80
145 122 80
145 122 80
145 122 80
145 123 80
145 123 80
145 123 80
145 124 80
145 124 80
145 124 80
145 125 80
145 125 80
145 126 80
145 126 80
145 127 80
145 128 80
145 129 80
145 130 80
145 131 80
145 132 80
145 133 80
145 134 80
145 135 80
144 135 80
143 135 80
142 135 80
141 135 80
140 135 80
139 135 80
138 135 80
137 135 80
136 135 80
135 135 80
134 135 80
133 135 80
132 135 80
131 135 80
131 135 80
130 135 80
130 135 80
130 136 80
130 136 80
130 137 80
130 138 80
130 139 80
130 140 80
130 141 80
130 142 80
130 143 80
130 144 80
130 145 80
130 146 80
130 147 80
130 148 80
130 149 80
130 150 80
130 151 80
130 152 80
130 153 80
130 154 80
130 155 80
130 156 80
130 157 80
130 158 80
130 159 80
130 160 80
130 161 80
130 162 80
130 163 80
130 164 80
130 165 80
130 166 80
130 167 80
130 168 80
130 169 80
130 170 80
130 171 80
130 172 80
130 173 80
130 174 80
130 175 80
130 176 80
130 177 80
130 178 80
130 179 80
130 180 80
130 181 80
130 182 80
130 183 80
100 101 80
101 101 80
102 101 80
103 101 80
104 101 80
105 101 80
106 101 80
107 101 80
108 101 80
109 101 80
110 101 80
110 100 80
110 99 80
110 98 80
110 97 80
110 96 80
110 95 80
110 94 80
110 93 80
110 92 80
110 91 80
110 90 80
110 90 80
110 89 80
110 89 80
110 88 80
110 88 80
110 88 80
110 87 80
110 87 80
110 87 80
110 86 80
110 86 80
110 86 80
110 86 80
110 85 80
110 85 80
110 85 80
110 85 80
110 85 80
110 84 80
110 84 80
110 84 80
110 84 80
110 84 80
110 83 80
110 83 80
110 83 80
110 83 80
110 83 80
110 83 80
110 82 80
110 82 80
110 82 80
110 82 80
110 82 80
110 82 80
110 82 80
