    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../mv10.out`
184 121 120
183 121 120
182 121 120
181 121 120
180 121 120
179 121 120
178 121 120
178 121 120
177 121 120
177 121 120
176 121 120
176 121 120
176 121 120
175 121 240
175 121 120
175 121 120
174 121 360
174 121 120
174 121 120
173 121 480
173 121 120
173 121 120
172 121 600
172 121 120
172 121 120
172 121 120
171 121 840
171 121 120
171 121 120
170 121 960
170 121 120
169 121 960
169 121 120
168 121 960
168 121 120
167 121 960
167 121 120
166 121 960
165 121 960
164 121 960
163 121 120
163 121 120
163 121 120
163 121 120
162 121 360
161 121 360
160 121 360
159 121 120
158 121 120
157 121 120
156 121 120
155 121 120
154 121 120
153 121 120
152 121 120
151 121 120
150 121 120
149 121 120
148 121 120
147 121 120
146 121 120
145 121 120
144 121 120
143 121 120
142 121 120
141 121 120
140 121 120
139 121 120
138 121 120
137 121 120
136 121 120
135 121 120
134 121 120
133 121 120
132 121 120
131 121 120
130 121 120
129 121 120
128 121 120
127 121 120
126 121 120
125 121 120
124 121 120
124 121 120
123 121 120
123 121 120
122 121 120
122 121 120
122 121 120
121 121 240
121 121 120
120 121 240
120 121 120
120 121 120
120 122 360
120 122 120
120 122 120
120 123 480
120 123 120
120 123 120
120 123 120
120 124 720
120 124 120
120 124 120
120 124 120
120 125 960
120 125 120
120 125 120
120 125 120
120 126 1200
120 126 120
120 126 120
120 126 120
120 127 1440
120 127 120
120 127 120
120 127 120
120 128 1680
120 128 120
120 128 120
120 128 120
120 128 120
120 129 2040
120 129 120
120 129 120
120 129 120
120 130 2280
120 130 120
120 130 120
120 131 2400
120 131 120
120 131 120
120 132 2520
120 132 120
120 133 2520
120 133 120
120 134 2520
120 135 2520
120 136 2520
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 137 120
120 138 1800
120 139 1800
120 140 1800
120 141 120
120 141 120
120 141 120
120 141 120
120 141 120
120 141 120
120 141 120
120 141 120
120 141 120
120 141 120
120 141 120
120 142 1200
120 143 1200
120 144 1200
120 145 120
120 145 120
120 145 120
120 145 120
120 145 120
120 145 120
120 146 600
120 147 600
120 148 600
120 149 120
120 149 120
120 149 120
120 150 240
120 150 120
120 151 240
120 151 120
120 152 240
120 152 120
120 153 240
120 153 120
120 154 240
120 154 120
120 155 240
120 155 120
120 156 240
120 156 120
120 157 240
120 157 120
120 158 240
