    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../mv10.out`
65 95 50
66 95 50
67 95 50
68 95 50
69 95 50
70 95 50
71 95 50
72 95 50
73 95 50
74 95 50
75 95 50
76 95 50
77 95 50
78 95 50
79 95 50
80 95 50
81 95 50
82 95 50
83 95 50
84 95 50
85 95 50
86 95 50
87 95 50
88 95 50
89 95 50
90 95 50
91 95 50
92 95 50
93 95 50
94 95 50
95 95 50
96 95 50
97 95 50
98 95 50
99 95 50
99 95 50
100 95 50
100 95 50
101 95 50
101 95 50
102 95 50
102 95 50
103 95 50
103 95 50
104 95 50
104 95 50
105 95 50
105 95 50
106 95 50
106 95 50
106 95 50
107 95 50
107 95 50
107 95 50
108 95 50
108 95 50
108 95 50
108 95 50
109 95 50
109 95 50
109 95 50
109 95 50
110 95 50
110 95 50
110 95 50
110 95 50
111 95 50
111 95 50
111 95 50
111 95 50
112 95 50
112 95 50
112 95 50
113 95 50
113 95 50
113 95 50
114 95 50
114 95 50
115 95 50
115 95 50
116 95 50
116 95 50
117 95 50
118 95 50
118 95 50
119 95 50
119 95 50
119 94 50
119 93 50
119 92 50
119 91 50
119 90 50
119 89 50
119 88 50
119 87 50
119 86 50
119 85 50
119 84 50
64 95 50
64 95 50
63 95 50
63 95 50
62 95 50
62 95 50
61 95 50
61 95 50
60 95 50
60 95 50
59 95 50
59 95 50
59 95 50
58 95 50
58 95 50
58 95 50
57 95 50
57 95 50
57 95 50
57 95 50
56 95 50
56 95 50
56 95 50
56 95 50
55 95 50
55 95 50
55 95 50
55 95 50
54 95 50
54 95 50
54 95 50
53 95 50
53 95 50
53 95 50
52 95 50
52 95 50
51 95 50
51 95 50
50 95 50
49 95 50
48 95 50
47 95 50
46 95 50
45 95 50
44 95 50
43 95 50
42 95 50
42 95 50
41 95 50
41 95 50
41 94 50
41 94 50
41 93 50
41 93 50
41 92 50
41 92 50
41 91 50
41 90 50
41 89 50
41 88 50
41 87 50
41 86 50
41 85 50
41 84 50
41 83 50
41 82 50
41 81 50
41 80 50
41 79 50
41 78 50
41 77 50
41 76 50
41 75 50
41 74 50
41 73 50
41 72 50
41 71 50
41 71 50
41 70 50
41 70 50
41 69 50
41 69 50
41 68 50
41 68 50
41 67 50
41 67 50
41 66 50
41 66 50
41 65 50
41 64 50
41 63 50
41 62 50
41 61 50
41 60 50
41 59 50
41 58 50
41 57 50
41 56 50
41 55 50
41 54 50
41 53 50
41 52 50
41 51 50
41 50 50
101 30 50
