    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../mv10.out`
199 94 25
199 94 25
198 94 25
198 94 25
197 94 25
197 94 25
196 94 25
196 94 25
195 94 25
195 94 25
194 94 25
194 94 25
193 94 25
193 94 25
192 94 25
192 94 25
191 94 25
191 94 25
190 94 25
190 94 25
189 94 25
189 94 25
188 94 25
188 94 25
187 94 25
187 94 25
186 94 25
186 94 25
185 94 25
185 94 25
184 94 25
184 94 25
183 94 25
182 94 25
181 94 25
180 94 25
179 94 25
178 94 25
177 94 25
176 94 25
175 94 25
174 94 25
173 94 25
172 94 25
172 94 25
171 94 25
171 94 25
170 94 25
170 94 25
169 94 25
169 94 25
168 94 25
168 94 25
167 94 25
167 94 25
167 94 25
166 94 25
166 94 25
166 94 25
165 94 25
165 94 25
165 94 25
164 94 25
164 94 25
164 94 25
164 94 25
163 94 25
163 94 25
163 94 25
163 94 25
163 94 25
162 94 25
162 94 25
162 94 25
162 94 25
162 94 25
161 94 25
161 94 25
161 94 25
161 94 25
161 94 25
160 94 25
160 94 25
160 94 25
160 94 25
160 94 25
160 94 25
159 94 25
159 94 25
159 94 25
159 94 25
159 94 25
159 94 25
158 94 25
158 94 25
158 94 25
158 94 25
158 94 25
158 94 25
157 94 25
157 94 25
157 94 25
157 94 25
157 94 25
156 94 25
156 94 25
156 94 25
156 94 25
156 94 25
155 94 25
155 94 25
155 94 25
155 94 25
154 94 25
154 94 25
154 94 25
153 94 25
153 94 25
152 94 25
152 94 25
151 94 25
151 94 25
150 94 25
149 94 25
148 94 25
147 94 25
146 94 25
145 94 25
144 94 25
143 94 25
142 94 25
141 94 25
140 94 25
140 94 25
139 94 25
139 94 25
138 94 25
138 94 25
138 94 25
137 94 25
137 94 25
137 94 25
137 94 25
137 94 25
136 94 25
136 94 25
136 94 25
136 94 25
136 94 25
136 94 25
136 94 25
136 94 25
135 94 25
135 94 25
135 94 25
135 94 25
135 94 25
135 94 25
135 94 25
135 94 25
135 94 25
135 94 25
135 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
134 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
133 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
132 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
131 94 25
130 94 25
130 94 25
130 94 25
130 94 25
130 94 25
130 94 25
130 94 25
