    Finished release [optimized] target(s) in 0.04s
     Running `target/release/tester ../mv10.out`
4 107 120
4 107 120
5 107 120
5 107 120
6 107 120
6 107 120
7 107 120
7 107 120
7 107 120
8 107 240
8 107 120
9 107 240
9 107 120
10 107 240
10 107 120
11 107 240
11 107 120
12 107 240
12 107 120
13 107 240
13 107 120
13 107 120
14 107 360
14 107 120
15 107 360
15 107 120
15 107 120
16 107 480
16 107 120
16 107 120
17 107 600
17 107 120
17 107 120
18 107 720
18 107 120
18 107 120
19 107 840
19 107 120
19 107 120
20 107 960
20 107 120
20 107 120
21 107 1080
21 107 120
21 107 120
21 107 120
22 107 1320
22 107 120
22 107 120
23 107 1440
23 107 120
23 107 120
24 107 1560
24 107 120
24 107 120
25 107 1680
25 107 120
25 107 120
26 107 1800
26 107 120
26 107 120
27 107 1920
27 107 120
27 107 120
28 107 2040
28 107 120
28 107 120
29 107 2160
29 107 120
29 107 120
30 107 2280
30 107 120
30 107 120
31 107 2400
31 107 120
32 107 2400
32 107 120
32 107 120
33 107 2520
33 107 120
33 107 120
34 107 2640
34 107 120
34 107 120
35 107 2760
35 107 120
36 107 2760
36 107 120
36 107 120
37 107 2880
37 107 120
38 107 2880
38 107 120
38 107 120
39 107 3000
39 107 120
40 107 3000
40 107 120
40 107 120
41 107 3120
41 107 120
41 107 120
42 107 3240
42 107 120
43 107 3240
43 107 120
43 107 120
44 107 3360
44 107 120
44 107 120
45 107 3480
45 107 120
46 107 3480
46 107 120
46 107 120
47 107 3600
47 107 120
48 107 3600
48 107 120
48 107 120
49 107 3720
49 107 120
50 107 3720
50 107 120
51 107 3720
52 107 3720
53 107 3720
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
54 107 120
55 107 3360
56 107 3360
57 107 3360
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
58 107 120
59 107 3000
60 107 3000
61 107 3000
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
62 107 120
63 107 2520
64 107 2520
65 107 2520
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
66 107 120
67 107 2040
68 107 2040
69 107 2040
70 107 120
70 107 120
70 107 120
70 107 120
70 107 120
70 107 120
70 107 120
70 107 120
70 107 120
70 107 120
70 107 120
