    Finished release [optimized] target(s) in 0.04s
     Running `target/release/tester ../mv10.out`
92 55 120
93 55 120
94 55 120
95 55 120
96 55 120
97 55 120
98 55 120
99 55 120
100 55 120
101 55 120
102 55 120
103 55 120
103 56 120
103 57 120
103 58 120
103 59 120
103 60 120
103 61 120
103 62 120
103 63 120
103 63 120
103 64 120
103 64 120
103 64 120
103 65 240
103 65 120
103 65 120
103 66 360
103 66 120
103 66 120
103 67 480
103 67 120
103 67 120
103 68 600
103 68 120
103 68 120
103 69 720
103 69 120
103 69 120
103 70 840
103 70 120
103 70 120
103 70 120
103 71 1080
103 71 120
103 71 120
103 71 120
103 72 1320
103 72 120
103 72 120
103 72 120
103 73 1560
103 73 120
103 73 120
103 73 120
103 74 1800
103 74 120
103 74 120
103 74 120
103 75 2040
103 75 120
103 75 120
103 75 120
103 76 2280
103 76 120
103 76 120
103 77 2400
103 77 120
103 78 2400
103 79 2400
103 80 2400
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 81 120
103 82 1800
103 83 1800
103 84 1800
103 85 120
103 85 120
103 85 120
103 85 120
103 85 120
103 85 120
103 85 120
103 85 120
103 85 120
103 85 120
103 86 1080
103 86 120
103 87 1080
103 88 1080
103 89 1080
103 90 120
103 90 120
103 90 120
103 90 120
103 90 120
103 90 120
103 91 600
103 92 600
103 93 600
103 94 120
103 94 120
103 95 120
103 96 120
103 97 120
103 98 120
103 99 120
103 100 120
104 55 120
105 55 120
106 55 120
107 55 120
108 55 120
109 55 120
110 55 120
111 55 120
112 55 120
113 55 120
114 55 120
115 55 120
116 55 120
117 55 120
117 54 120
117 53 120
117 52 120
117 51 120
117 50 120
117 49 120
117 48 120
117 47 120
117 46 120
117 45 120
117 44 120
117 43 120
117 42 120
117 41 120
117 40 120
117 39 120
117 38 120
117 37 120
117 36 120
117 35 120
117 34 120
117 33 120
117 32 120
117 31 120
117 30 120
117 29 120
117 28 120
77 120 120
78 120 120
79 120 120
80 120 120
81 120 120
82 120 120
83 120 120
84 120 120
85 120 120
86 120 120
87 120 120
88 120 120
89 120 120
90 120 120
91 120 120
92 120 120
93 120 120
94 120 120
95 120 120
96 120 120
97 120 120
98 120 120
99 120 120
100 120 120
100 120 120
101 120 120
101 120 120
101 120 120
102 120 240
102 120 120
102 120 120
103 120 360
103 120 120
103 120 120
103 119 480
103 119 120
103 118 480
103 117 480
103 116 480
103 115 120
103 115 120
103 114 120
103 113 120
103 112 120
103 111 120
103 110 120
103 109 120
103 108 120
103 107 120
103 106 120
103 105 120
103 104 120
103 103 120
103 102 120
103 101 120
101 156 120
102 156 120
103 156 120
103 155 120
103 154 120
103 153 120
103 152 120
103 151 120
103 150 120
103 149 120
103 148 120
103 147 120
103 146 120
103 145 120
103 144 120
103 143 120
103 142 120
103 141 120
103 140 120
103 139 120
103 138 120
103 137 120
103 136 120
103 135 120
103 134 120
103 133 120
103 132 120
103 131 120
103 130 120
103 129 120
103 128 120
103 127 120
103 126 120
103 125 120
103 124 120
103 124 120
103 123 120
103 123 120
103 123 120
103 122 240
103 122 120
103 122 120
103 121 360
103 121 120
104 156 360
105 156 360
106 156 360
107 156 120
108 156 120
109 156 120
110 156 120
111 156 120
112 156 120
112 156 120
113 156 120
113 156 120
114 156 120
114 156 120
114 156 120
115 156 240
115 156 120
115 156 120
115 156 120
116 156 480
116 156 120
116 156 120
117 156 600
117 156 120
117 156 120
117 156 120
118 156 840
118 156 120
118 156 120
118 156 120
119 156 1080
119 156 120
119 156 120
120 156 1200
120 156 120
121 156 1200
122 156 1200
123 156 1200
124 156 120
124 156 120
124 156 120
124 156 120
124 156 120
124 156 120
125 156 600
126 156 600
127 156 600
128 156 120
128 156 120
128 156 120
129 156 240
130 156 240
131 156 240
132 156 120
133 156 120
134 156 120
135 156 120
136 156 120
137 156 120
138 156 120
139 156 120
140 156 120
141 156 120
142 156 120
143 156 120
144 156 120
145 156 120
146 156 120
147 156 120
148 156 120
149 156 120
150 156 120
150 157 120
150 158 120
150 159 120
150 160 120
187 130 120
188 130 120
189 130 120
190 130 120
191 130 120
191 129 120
191 128 120
191 127 120
191 126 120
191 125 120
191 124 120
191 123 120
191 122 120
191 121 120
191 120 120
191 119 120
191 118 120
191 118 120
191 117 120
191 117 120
191 117 120
191 116 240
191 116 120
191 116 120
191 116 120
191 115 480
191 115 120
191 115 120
191 114 600
191 114 120
191 114 120
191 113 720
191 113 120
191 112 720
191 112 120
191 111 720
191 111 120
191 111 120
191 110 840
191 110 120
191 109 840
191 109 120
191 108 840
191 108 120
191 107 840
191 107 120
191 106 840
191 106 120
191 106 120
191 105 960
191 105 120
191 104 960
191 104 120
191 103 960
191 103 120
191 102 960
191 102 120
191 101 960
191 100 960
191 99 960
191 98 120
191 98 120
191 98 120
191 98 120
191 97 360
191 96 360
191 95 360
191 94 120
191 94 120
191 94 120
191 93 240
191 93 120
191 92 240
191 92 120
191 91 240
191 91 120
191 90 240
191 89 240
191 88 240
191 87 120
191 86 120
191 85 120
191 84 120
191 83 120
191 82 120
191 81 120
191 80 120
191 79 120
191 78 120
191 77 120
191 76 120
191 75 120
191 74 120
191 73 120
191 72 120
191 71 120
191 70 120
Total Cost = 136680
