    Finished release [optimized] target(s) in 0.04s
     Running `target/release/tester ../mv10.out`
94 116 50
95 116 50
96 116 50
97 116 50
98 116 50
99 116 50
100 116 50
101 116 50
102 116 50
103 116 50
104 116 50
105 116 50
105 115 50
105 114 50
105 113 50
105 112 50
105 111 50
105 110 50
105 109 50
105 108 50
105 107 50
105 106 50
105 105 50
105 105 50
105 104 50
105 104 50
105 103 50
105 103 50
105 102 50
105 102 50
105 102 50
105 101 50
105 101 50
105 101 50
105 101 50
105 100 50
105 100 50
105 100 50
105 100 50
105 100 50
105 99 50
105 99 50
105 99 50
105 99 50
105 99 50
105 99 50
105 98 50
105 98 50
105 98 50
105 98 50
105 98 50
105 98 50
105 97 50
105 97 50
105 97 50
105 97 50
105 97 50
105 97 50
105 97 50
105 96 50
105 96 50
105 96 50
105 96 50
105 96 50
105 96 50
105 96 50
105 96 50
105 95 50
105 95 50
105 95 50
105 95 50
105 95 50
105 95 50
105 95 50
105 95 50
105 94 50
105 94 50
105 94 50
105 94 50
105 94 50
105 94 50
105 94 50
105 94 50
105 94 50
105 93 50
105 93 50
105 93 50
105 93 50
105 93 50
105 93 50
105 93 50
105 93 50
105 93 50
105 92 50
105 92 50
105 92 50
105 92 50
105 92 50
105 92 50
105 92 50
105 92 50
105 92 50
105 91 50
105 91 50
105 91 50
105 91 50
105 91 50
105 91 50
105 91 50
105 91 50
105 90 50
105 90 50
105 90 50
105 90 50
105 90 50
105 90 50
105 90 50
105 90 50
105 89 50
105 89 50
105 89 50
105 89 50
105 89 50
105 89 50
105 89 50
105 88 50
105 88 50
105 88 50
105 88 50
105 88 50
105 88 50
105 87 50
105 87 50
105 87 50
105 87 50
105 87 50
105 86 50
105 86 50
105 86 50
105 86 50
105 85 50
105 85 50
105 85 50
105 84 50
105 84 50
105 84 50
105 83 50
105 83 50
105 82 50
105 82 50
105 81 50
105 81 50
105 80 50
105 80 50
105 79 50
105 78 50
105 77 50
105 76 50
105 75 50
105 74 50
105 73 50
105 72 50
105 71 50
105 70 50
105 69 50
105 68 50
105 67 50
105 66 50
105 65 50
105 64 50
105 63 50
105 62 50
105 61 50
105 60 50
105 59 50
105 58 50
105 57 50
105 56 50
105 55 50
105 54 50
105 53 50
105 52 50
105 51 50
105 50 50
105 49 50
105 48 50
105 47 50
105 46 50
