    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../mv10.out`
86 67 100
87 67 100
88 67 100
89 67 100
90 67 100
91 67 100
92 67 100
93 67 100
94 67 100
95 67 100
96 67 100
97 67 100
98 67 100
99 67 100
100 67 100
101 67 100
102 67 100
103 67 100
104 67 100
105 67 100
106 67 100
107 67 100
108 67 100
109 67 100
110 67 100
111 67 100
112 67 100
113 67 100
114 67 100
115 67 100
116 67 100
117 67 100
118 67 100
119 67 100
120 67 100
121 67 100
121 66 100
121 65 100
121 64 100
96 66 100
96 65 100
96 64 100
96 63 100
96 62 100
96 61 100
96 60 100
96 59 100
96 58 100
96 57 100
96 56 100
96 55 100
96 54 100
96 53 100
96 52 100
96 51 100
96 50 100
96 49 100
96 48 100
96 47 100
96 46 100
96 45 100
96 44 100
96 43 100
96 42 100
96 41 100
96 40 100
96 39 100
96 38 100
96 37 100
96 36 100
96 35 100
96 34 100
96 33 100
96 32 100
96 31 100
96 30 100
96 29 100
96 28 100
96 27 100
96 26 100
96 25 100
96 24 100
96 23 100
97 23 100
98 23 100
99 23 100
100 23 100
101 23 100
102 23 100
103 23 100
104 23 100
105 23 100
106 23 100
107 23 100
108 23 100
109 23 100
110 23 100
111 23 100
112 23 100
113 23 100
114 23 100
115 23 100
116 23 100
117 23 100
118 23 100
119 23 100
120 23 100
120 23 100
121 23 100
121 23 100
122 23 100
122 23 100
123 23 100
123 23 100
123 23 100
124 23 200
124 23 100
125 23 200
125 23 100
126 23 200
126 23 100
127 23 200
127 23 100
128 23 200
128 23 100
129 23 200
129 23 100
130 23 200
130 23 100
131 23 200
131 23 100
131 23 100
132 23 300
132 23 100
133 23 300
133 23 100
133 23 100
134 23 400
134 23 100
134 23 100
135 23 500
135 23 100
135 23 100
136 23 600
136 23 100
136 23 100
136 23 100
137 23 800
137 23 100
137 23 100
138 23 900
138 23 100
138 23 100
138 23 100
139 23 1100
139 23 100
139 23 100
140 23 1200
140 23 100
141 23 1200
141 23 100
142 23 1200
143 23 1200
144 23 1200
145 23 100
145 23 100
145 23 100
145 23 100
145 23 100
145 23 100
145 23 100
145 23 100
145 23 100
145 23 100
146 23 900
147 23 900
148 23 900
149 23 100
149 23 100
149 23 100
149 23 100
149 23 100
149 23 100
149 23 100
150 23 600
151 23 600
152 23 600
153 23 100
153 23 100
153 23 100
153 23 100
154 23 300
154 23 100
155 23 300
155 23 100
156 23 300
156 23 100
157 23 300
157 23 100
158 23 300
158 23 100
159 23 300
159 23 100
160 23 300
160 23 100
161 23 300
161 23 100
162 23 300
162 23 100
163 23 300
163 23 100
163 22 300
163 21 300
163 20 300
163 19 100
163 19 100
163 18 100
163 18 100
163 17 100
163 17 100
163 16 100
163 15 100
163 14 100
163 13 100
163 12 100
163 11 100
163 10 100
163 9 100
163 8 100
163 7 100
163 6 100
163 5 100
164 5 100
165 5 100
166 5 100
167 5 100
168 5 100
169 5 100
170 5 100
171 5 100
172 5 100
173 5 100
174 5 100
175 5 100
176 5 100
177 5 100
178 5 100
179 5 100
180 5 100
181 5 100
182 5 100
182 6 100
182 7 100
182 8 100
182 9 100
182 10 100
182 11 100
182 12 100
182 13 100
182 14 100
182 15 100
182 16 100
182 17 100
182 18 100
182 19 100
182 20 100
182 21 100
183 21 100
184 21 100
185 21 100
186 21 100
187 21 100
188 21 100
189 21 100
190 21 100
191 21 100
192 21 100
193 21 100
194 21 100
195 21 100
196 21 100
197 21 100
198 21 100
199 21 100
199 22 100
199 23 100
199 24 100
199 25 100
199 26 100
199 27 100
199 28 100
199 29 100
199 30 100
199 31 100
199 32 100
199 33 100
199 34 100
199 35 100
199 36 100
199 37 100
199 38 100
199 39 100
199 40 100
199 41 100
199 42 100
199 43 100
199 44 100
199 45 100
199 46 100
199 47 100
199 48 100
199 49 100
199 50 100
199 51 100
199 52 100
199 53 100
199 54 100
199 55 100
199 56 100
199 57 100
199 58 100
199 59 100
199 60 100
199 61 100
199 62 100
199 63 100
199 64 100
199 65 100
199 66 100
199 67 100
199 68 100
199 69 100
199 69 100
199 70 100
199 70 100
199 71 100
199 71 100
199 71 100
199 72 200
199 72 100
199 73 200
199 73 100
199 74 200
199 74 100
199 75 200
199 75 100
199 76 200
199 77 200
199 78 200
199 79 100
199 79 100
199 80 100
199 80 100
199 81 100
199 81 100
199 82 100
199 83 100
199 84 100
199 85 100
199 86 100
199 87 100
199 87 100
199 88 100
199 88 100
199 89 100
199 89 100
199 90 100
199 90 100
199 91 100
199 91 100
199 91 100
199 92 200
199 92 100
199 93 200
199 93 100
199 94 200
199 94 100
199 95 200
199 95 100
199 96 200
199 96 100
199 97 200
199 98 200
199 99 200
199 100 100
199 100 100
199 101 100
199 102 100
199 102 100
199 103 100
199 103 100
199 104 100
199 104 100
199 105 100
199 105 100
198 105 100
198 105 100
197 105 100
197 105 100
196 105 100
196 105 100
195 105 100
195 105 100
194 105 100
194 105 100
194 105 100
193 105 200
193 105 100
192 105 200
192 105 100
192 106 200
192 106 100
192 107 200
192 107 100
192 108 200
192 108 100
192 109 200
192 109 100
192 110 200
192 110 100
192 111 200
192 112 200
192 113 200
192 114 100
192 114 100
192 115 100
192 115 100
192 116 100
192 116 100
192 117 100
192 117 100
192 118 100
192 118 100
192 119 100
192 120 100
192 121 100
192 122 100
192 123 100
192 124 100
192 125 100
192 126 100
192 127 100
192 128 100
192 129 100
192 130 100
192 131 100
192 132 100
192 133 100
192 134 100
192 135 100
192 136 100
192 137 100
192 138 100
192 139 100
192 140 100
192 141 100
192 142 100
192 143 100
192 144 100
192 145 100
192 146 100
192 147 100
192 148 100
192 149 100
192 150 100
192 151 100
192 152 100
192 153 100
192 154 100
192 155 100
192 156 100
72 153 100
73 153 100
74 153 100
75 153 100
76 153 100
77 153 100
78 153 100
79 153 100
80 153 100
81 153 100
82 153 100
83 153 100
84 153 100
84 152 100
84 151 100
84 150 100
84 149 100
84 148 100
84 147 100
84 146 100
84 145 100
84 144 100
84 143 100
84 142 100
84 141 100
84 140 100
84 139 100
84 138 100
84 137 100
84 136 100
84 135 100
84 134 100
84 133 100
84 132 100
71 153 100
70 153 100
69 153 100
68 153 100
67 153 100
66 153 100
65 153 100
64 153 100
63 153 100
62 153 100
61 153 100
60 153 100
59 153 100
58 153 100
57 153 100
56 153 100
55 153 100
54 153 100
53 153 100
53 154 100
53 155 100
53 156 100
53 157 100
53 158 100
53 159 100
53 160 100
53 161 100
53 162 100
53 163 100
53 164 100
53 165 100
53 166 100
53 167 100
53 168 100
53 169 100
53 170 100
53 171 100
52 171 100
51 171 100
50 171 100
49 171 100
48 171 100
47 171 100
46 171 100
45 171 100
44 171 100
43 171 100
42 171 100
41 171 100
40 171 100
39 171 100
38 171 100
37 171 100
36 171 100
35 171 100
34 171 100
33 171 100
32 171 100
31 171 100
30 171 100
29 171 100
28 171 100
28 172 100
28 173 100
28 174 100
28 175 100
28 176 100
28 177 100
28 178 100
28 179 100
28 180 100
28 181 100
28 182 100
28 183 100
28 184 100
28 185 100
28 186 100
28 187 100
28 188 100
28 189 100
28 190 100
28 191 100
28 192 100
28 193 100
28 194 100
Total Cost = 83120
