    Finished release [optimized] target(s) in 0.04s
     Running `target/release/tester ../mv10.out`
164 99 120
163 99 120
162 99 120
161 99 120
160 99 120
159 99 120
158 99 120
157 99 120
156 99 120
155 99 120
154 99 120
153 99 120
152 99 120
151 99 120
150 99 120
150 99 120
149 99 120
149 99 120
148 99 120
148 99 120
147 99 120
147 99 120
146 99 120
146 99 120
146 99 120
145 99 240
145 99 120
145 99 120
144 99 360
144 99 120
143 99 360
143 99 120
143 99 120
142 99 480
142 99 120
141 99 480
141 99 120
140 99 480
139 99 480
138 99 480
137 99 120
137 99 120
137 99 120
136 99 240
136 99 120
135 99 240
134 99 240
133 99 240
133 98 120
133 97 120
133 96 120
133 95 120
133 94 120
133 93 120
133 92 120
165 99 120
166 99 120
167 99 120
168 99 120
169 99 120
170 99 120
171 99 120
171 99 120
172 99 120
172 99 120
172 99 120
173 99 240
173 99 120
173 99 120
174 99 360
174 99 120
174 99 120
175 99 480
175 99 120
175 99 120
175 99 120
176 99 720
176 99 120
176 99 120
176 99 120
177 99 960
177 99 120
177 99 120
178 99 1080
178 99 120
178 99 120
178 99 120
179 99 1320
179 99 120
179 99 120
179 99 120
180 99 1560
180 99 120
180 99 120
181 99 1680
181 99 120
181 99 120
182 99 1800
182 99 120
182 99 120
182 98 1920
182 98 120
182 98 120
182 97 2040
182 97 120
182 97 120
182 96 2160
182 96 120
182 96 120
182 95 2280
182 95 120
182 94 2280
182 94 120
182 93 2280
182 93 120
182 92 2280
182 91 2280
182 90 2280
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 89 120
182 88 1800
182 87 1800
182 86 1800
182 85 120
182 85 120
182 85 120
182 85 120
182 85 120
182 85 120
182 85 120
182 85 120
182 85 120
182 84 960
182 83 960
182 82 960
182 81 120
182 81 120
182 81 120
182 80 240
182 79 240
182 78 240
182 77 120
182 76 120
182 75 120
182 74 120
182 73 120
182 72 120
182 71 120
182 70 120
182 69 120
182 68 120
182 67 120
182 66 120
182 65 120
182 64 120
182 63 120
182 62 120
182 61 120
182 60 120
182 59 120
182 58 120
182 57 120
183 57 120
184 57 120
185 57 120
186 57 120
187 57 120
188 57 120
189 57 120
190 57 120
191 57 120
192 57 120
193 57 120
194 57 120
195 57 120
196 57 120
197 57 120
198 57 120
198 56 120
198 55 120
198 54 120
198 53 120
198 52 120
198 51 120
198 50 120
198 49 120
198 48 120
198 47 120
198 46 120
198 45 120
198 44 120
198 43 120
198 42 120
198 41 120
198 40 120
198 40 120
198 39 120
198 39 120
198 38 120
198 38 120
198 38 120
198 37 240
198 37 120
198 37 120
198 36 360
198 36 120
198 36 120
198 35 480
198 35 120
198 35 120
198 35 120
198 34 720
198 34 120
198 34 120
198 33 840
198 33 120
198 33 120
198 33 120
198 32 1080
198 32 120
198 32 120
198 31 1200
198 31 120
198 31 120
198 30 1320
198 30 120
198 30 120
198 29 1440
198 29 120
198 28 1440
198 27 1440
198 26 1440
198 25 120
198 25 120
198 25 120
198 25 120
198 25 120
198 25 120
198 25 120
198 24 720
198 23 720
198 22 720
198 21 120
198 21 120
198 20 120
198 20 120
198 19 120
198 18 120
198 17 120
198 16 120
115 27 120
116 27 120
117 27 120
118 27 120
119 27 120
120 27 120
121 27 120
122 27 120
123 27 120
124 27 120
125 27 120
126 27 120
127 27 120
128 27 120
129 27 120
130 27 120
130 27 120
131 27 120
131 27 120
132 27 120
132 27 120
133 27 120
133 27 120
133 27 120
133 28 240
133 28 120
133 29 240
133 29 120
133 29 120
133 30 360
133 30 120
133 30 120
133 31 480
133 31 120
133 31 120
133 32 600
133 32 120
133 33 600
133 33 120
133 34 600
133 35 600
133 36 600
133 37 120
133 37 120
133 37 120
133 37 120
133 38 360
133 39 360
133 40 360
133 41 120
133 41 120
133 42 120
133 42 120
133 43 120
133 43 120
133 44 120
133 44 120
133 45 120
133 45 120
133 46 120
133 46 120
133 47 120
133 47 120
133 48 120
133 48 120
133 49 120
133 50 120
133 51 120
133 52 120
133 53 120
133 54 120
133 55 120
133 56 120
133 57 120
133 57 120
133 58 120
133 58 120
133 59 120
133 59 120
133 60 120
133 60 120
133 60 120
133 61 240
133 61 120
133 61 120
133 62 360
133 62 120
133 63 360
133 63 120
133 63 120
133 64 480
133 64 120
133 65 480
133 65 120
133 66 480
