    Finished release [optimized] target(s) in 0.04s
     Running `target/release/tester ../mv10.out`
60 198 120
61 198 120
62 198 120
63 198 120
64 198 120
65 198 120
66 198 120
67 198 120
68 198 120
69 198 120
70 198 120
71 198 120
72 198 120
73 198 120
74 198 120
75 198 120
76 198 120
77 198 120
78 198 120
79 198 120
80 198 120
80 197 120
80 196 120
80 195 120
80 194 120
80 193 120
80 192 120
80 191 120
80 190 120
80 189 120
80 188 120
80 187 120
80 186 120
80 185 120
80 184 120
80 183 120
80 182 120
80 181 120
80 180 120
80 179 120
80 178 120
80 177 120
80 176 120
80 175 120
80 174 120
80 173 120
80 172 120
80 171 120
80 170 120
80 169 120
80 168 120
80 167 120
80 166 120
80 165 120
80 164 120
80 163 120
80 162 120
80 161 120
80 160 120
80 159 120
80 158 120
80 157 120
59 198 120
58 198 120
57 198 120
56 198 120
55 198 120
54 198 120
53 198 120
52 198 120
51 198 120
50 198 120
49 198 120
49 197 120
49 196 120
49 195 120
49 194 120
49 193 120
49 192 120
49 191 120
49 190 120
49 189 120
49 188 120
49 187 120
49 186 120
49 185 120
49 184 120
49 183 120
49 182 120
49 181 120
49 180 120
49 179 120
49 178 120
49 177 120
49 176 120
49 175 120
49 174 120
49 173 120
49 172 120
49 171 120
49 170 120
49 169 120
81 198 120
82 198 120
83 198 120
84 198 120
85 198 120
86 198 120
87 198 120
88 198 120
89 198 120
90 198 120
91 198 120
92 198 120
93 198 120
94 198 120
95 198 120
96 198 120
97 198 120
98 198 120
99 198 120
99 197 120
99 196 120
99 195 120
99 194 120
99 193 120
99 192 120
99 191 120
99 190 120
99 189 120
95 131 120
94 131 120
93 131 120
92 131 120
91 131 120
90 131 120
89 131 120
88 131 120
87 131 120
86 131 120
85 131 120
84 131 120
83 131 120
82 131 120
81 131 120
80 131 120
80 132 120
80 133 120
80 134 120
80 135 120
80 136 120
80 137 120
80 138 120
80 139 120
80 140 120
80 141 120
80 142 120
80 143 120
80 144 120
80 145 120
80 146 120
80 147 120
80 148 120
80 149 120
80 150 120
80 151 120
80 152 120
80 153 120
80 154 120
80 155 120
80 156 120
103 45 120
102 45 120
101 45 120
100 45 120
99 45 120
98 45 120
97 45 120
96 45 120
95 45 120
94 45 120
93 45 120
92 45 120
91 45 120
90 45 120
89 45 120
88 45 120
87 45 120
86 45 120
85 45 120
84 45 120
83 45 120
82 45 120
81 45 120
80 45 120
79 45 120
78 45 120
77 45 120
77 44 120
77 43 120
77 42 120
77 41 120
77 40 120
77 39 120
77 38 120
77 37 120
77 36 120
77 35 120
77 34 120
77 33 120
77 32 120
77 31 120
77 30 120
77 29 120
77 28 120
77 27 120
77 26 120
77 25 120
77 24 120
77 23 120
77 22 120
77 21 120
77 20 120
77 19 120
77 18 120
77 17 120
77 16 120
77 15 120
21 81 120
20 81 120
19 81 120
18 81 120
17 81 120
16 81 120
15 81 120
14 81 120
13 81 120
12 81 120
11 81 120
10 81 120
9 81 120
8 81 120
7 81 120
6 81 120
5 81 120
4 81 120
4 80 120
4 79 120
4 78 120
4 77 120
4 76 120
4 75 120
4 74 120
4 73 120
4 72 120
4 71 120
4 70 120
4 69 120
4 68 120
4 67 120
4 66 120
4 65 120
4 64 120
4 63 120
4 62 120
4 61 120
4 60 120
4 59 120
4 58 120
4 57 120
4 56 120
4 55 120
4 54 120
4 53 120
4 52 120
4 51 120
4 51 120
4 50 120
4 50 120
4 49 120
4 49 120
4 48 120
4 48 120
4 47 120
4 47 120
4 46 120
4 46 120
4 45 120
4 45 120
4 44 120
4 44 120
4 43 120
4 43 120
4 42 120
4 42 120
4 41 120
4 41 120
4 40 120
4 39 120
4 38 120
4 37 120
4 36 120
4 35 120
4 34 120
4 33 120
4 32 120
4 31 120
4 30 120
4 29 120
4 28 120
4 28 120
4 27 120
4 27 120
4 26 120
4 26 120
4 25 120
4 25 120
4 24 120
4 24 120
4 23 120
4 23 120
4 22 120
4 22 120
4 21 120
4 21 120
4 20 120
4 20 120
4 19 120
4 19 120
4 18 120
4 18 120
4 17 120
4 17 120
4 16 120
4 16 120
4 15 120
4 14 120
4 13 120
4 12 120
4 11 120
4 10 120
4 9 120
4 8 120
4 7 120
4 6 120
4 5 120
4 4 120
4 3 120
4 2 120
4 1 120
199 153 120
198 153 120
197 153 120
196 153 120
195 153 120
194 153 120
193 153 120
192 153 120
191 153 120
190 153 120
189 153 120
188 153 120
187 153 120
186 153 120
185 153 120
184 153 120
183 153 120
183 153 120
182 153 120
182 153 120
181 153 120
181 153 120
181 153 120
180 153 240
180 153 120
180 153 120
179 153 360
179 153 120
179 153 120
178 153 480
178 153 120
178 153 120
177 153 600
177 153 120
177 153 120
176 153 720
176 153 120
176 153 120
175 153 840
175 153 120
174 153 840
174 153 120
173 153 840
173 153 120
172 153 840
172 153 120
171 153 840
170 153 840
169 153 840
168 153 120
168 153 120
168 153 120
168 153 120
168 153 120
168 153 120
168 153 120
168 153 120
167 153 840
167 153 120
167 153 120
166 153 960
166 153 120
166 153 120
165 153 1080
165 153 120
165 153 120
165 153 120
164 153 1320
164 153 120
164 153 120
164 153 120
163 153 1560
163 153 120
163 153 120
163 153 120
162 153 1800
162 153 120
162 153 120
162 153 120
161 153 2040
161 153 120
161 153 120
161 153 120
161 153 120
160 153 2400
160 153 120
160 153 120
159 153 2520
159 153 120
159 153 120
158 153 2640
158 153 120
157 153 2640
156 153 2640
155 153 2640
154 153 120
154 153 120
154 153 120
154 153 120
154 153 120
154 153 120
154 153 120
