    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../mv10.out`
66 18 25
66 18 25
66 18 25
67 18 25
67 18 25
67 18 25
68 18 25
68 18 25
68 18 25
69 18 25
69 18 25
69 18 25
70 18 25
70 18 25
71 18 25
71 18 25
72 18 25
72 18 25
73 18 25
73 18 25
74 18 25
74 18 25
75 18 25
75 18 25
76 18 25
76 18 25
77 18 25
77 18 25
77 18 25
78 18 25
78 18 25
78 18 25
78 18 25
78 18 25
79 18 25
79 18 25
79 18 25
79 18 25
79 18 25
79 18 25
79 18 25
79 18 25
80 18 25
80 18 25
80 18 25
80 18 25
80 18 25
80 18 25
80 18 25
80 18 25
80 18 25
80 18 25
80 18 25
80 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
81 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
82 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
83 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
84 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
85 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
86 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
87 18 25
