    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../mv10.out`
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
16 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
17 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
18 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
19 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
20 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
21 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
22 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
23 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
24 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
25 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
26 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
27 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
28 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
29 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
30 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
31 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
32 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
33 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
34 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
35 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
36 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
37 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
38 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
39 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
40 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
41 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
42 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
43 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
44 124 80
45 124 80
45 124 80
45 124 80
45 124 80
45 124 80
45 124 80
45 124 80
45 124 80
45 124 80
45 124 80
45 124 80
45 124 80
46 124 80
46 124 80
46 124 80
46 124 80
46 124 80
46 124 80
46 124 80
46 124 80
46 124 80
46 124 80
47 124 80
47 124 80
47 124 80
47 124 80
47 124 80
47 124 80
47 124 80
47 124 80
48 124 80
48 124 80
48 124 80
48 124 80
48 124 80
48 124 80
49 124 80
49 124 80
49 124 80
49 124 80
49 124 80
50 124 80
50 124 80
50 124 80
50 124 80
