    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../mv10.out`
86 153 25
86 153 25
86 153 25
86 153 25
86 153 25
86 153 25
86 153 25
87 153 25
87 153 25
87 153 25
87 153 25
87 153 25
87 153 25
87 153 25
88 153 25
88 153 25
88 153 25
88 153 25
88 153 25
88 153 25
88 153 25
89 153 25
89 153 25
89 153 25
89 153 25
89 153 25
89 153 25
89 153 25
89 153 25
90 153 25
90 153 25
90 153 25
90 153 25
90 153 25
90 153 25
90 153 25
90 153 25
91 153 25
91 153 25
91 153 25
91 153 25
91 153 25
91 153 25
91 153 25
91 153 25
91 153 25
92 153 25
92 153 25
92 153 25
92 153 25
92 153 25
92 153 25
92 153 25
92 153 25
92 153 25
92 153 25
92 153 25
93 153 25
93 153 25
93 153 25
93 153 25
93 153 25
93 153 25
93 153 25
93 153 25
93 153 25
93 153 25
93 153 25
93 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
94 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
95 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
96 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
97 153 25
98 153 25
98 153 25
98 153 25
98 153 25
98 153 25
98 153 25
98 153 25
98 153 25
98 153 25
98 153 25
98 153 25
98 153 25
99 153 25
99 153 25
99 153 25
99 153 25
99 153 25
99 153 25
99 153 25
99 153 25
99 153 25
99 153 25
99 153 25
100 153 25
100 153 25
100 153 25
100 153 25
100 153 25
100 153 25
100 153 25
100 153 25
100 153 25
100 153 25
101 153 25
101 153 25
101 153 25
101 153 25
101 153 25
101 153 25
101 153 25
101 153 25
101 153 25
101 153 25
102 153 25
102 153 25
102 153 25
102 153 25
102 153 25
102 153 25
102 153 25
102 153 25
102 153 25
102 153 25
103 153 25
103 153 25
103 153 25
103 153 25
103 153 25
103 153 25
103 153 25
103 153 25
103 153 25
103 153 25
103 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
104 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
105 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
106 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
107 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
108 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
109 153 25
110 153 25
110 153 25
110 153 25
110 153 25
