    Finished release [optimized] target(s) in 0.03s
     Running `target/release/tester ../mv10.out`
68 67 120
69 67 120
70 67 120
71 67 120
72 67 120
73 67 120
74 67 120
75 67 120
76 67 120
77 67 120
78 67 120
79 67 120
80 67 120
81 67 120
82 67 120
83 67 120
84 67 120
85 67 120
86 67 120
87 67 120
88 67 120
89 67 120
90 67 120
91 67 120
91 67 120
92 67 120
92 67 120
93 67 120
93 67 120
94 67 120
94 67 120
95 67 120
95 67 120
96 67 120
96 67 120
97 67 120
97 67 120
98 67 120
98 67 120
99 67 120
99 67 120
100 67 120
100 67 120
101 67 120
101 67 120
102 67 120
102 67 120
103 67 120
103 67 120
104 67 120
104 67 120
105 67 120
105 67 120
106 67 120
106 67 120
107 67 120
107 67 120
108 67 120
108 67 120
108 67 120
109 67 240
109 67 120
110 67 240
110 67 120
111 67 240
111 67 120
112 67 240
112 67 120
112 67 120
113 67 360
113 67 120
114 67 360
114 67 120
115 67 360
115 67 120
115 67 120
116 67 480
116 67 120
117 67 480
117 67 120
117 67 120
118 67 600
118 67 120
119 67 600
119 67 120
119 67 120
120 67 720
120 67 120
121 67 720
121 67 120
122 67 720
122 67 120
123 67 720
123 67 120
124 67 720
124 67 120
125 67 720
125 67 120
126 67 720
127 67 720
128 67 720
129 67 120
129 67 120
129 67 120
129 67 120
129 67 120
129 67 120
130 67 600
130 67 120
131 67 600
131 67 120
132 67 600
132 67 120
133 67 600
134 67 600
135 67 600
136 67 120
136 67 120
136 67 120
136 67 120
136 67 120
137 67 480
137 67 120
138 67 480
138 67 120
139 67 480
139 67 120
140 67 480
140 67 120
141 67 480
141 67 120
142 67 480
142 67 120
143 67 480
143 67 120
143 66 480
143 66 120
143 65 480
143 64 480
143 63 480
143 62 120
143 62 120
143 61 120
143 61 120
143 60 120
143 60 120
143 59 120
143 58 120
143 57 120
143 56 120
143 55 120
143 54 120
143 53 120
143 52 120
143 51 120
143 50 120
143 49 120
143 48 120
143 47 120
143 46 120
143 45 120
143 44 120
143 43 120
143 42 120
143 41 120
143 40 120
143 39 120
143 38 120
143 37 120
143 36 120
143 35 120
143 34 120
143 33 120
143 32 120
67 67 120
66 67 120
65 67 120
64 67 120
63 67 120
62 67 120
61 67 120
60 67 120
59 67 120
58 67 120
57 67 120
56 67 120
55 67 120
54 67 120
53 67 120
52 67 120
51 67 120
50 67 120
49 67 120
48 67 120
47 67 120
46 67 120
45 67 120
44 67 120
43 67 120
42 67 120
41 67 120
